START YEAR_0,START QUARTER_1,COMPLETION QUARTER_3,V-1_4,V-2_5,V-3_6,V-4_7,V-5_8,V-6_9,V-7_10,V-8_11,V-11_12,V-12_13,V-14_15,V-16_17,V-18_19,V-19_20,V-20_21,V-23_24,V-24_25,V-27_28,V-28_29,V-11.1_31,V-14.1_34,V-16.1_36,V-18.1_38,V-19.1_39,V-20.1_40,V-23.1_43,V-28.1_48,V-11.2_50,V-14.2_53,V-16.2_55,V-18.2_57,V-19.2_58,V-20.2_59,V-23.2_62,V-28.2_67,V-11.3_69,V-14.3_72,V-16.3_74,V-18.3_76,V-19.3_77,V-20.3_78,V-28.3_86,V-11.4_88,V-14.4_91,V-16.4_93,V-18.4_95,V-19.4_96,V-20.4_97
84,1,3,20,1170.0,300.0,163.8,140,337.33,6,510,3152.0,106.0,3.15,3526.1,208.8,17584.3,15,8842.18,8864.0,12113.01,45966.0,2700.0,2.65,4386.9,156.6,13188.23,15,8776.71,34474.5,3561.0,2.76,3819.0,104.4,8792.15,15,8699.73,22983.0,3157.0,3.05,3896.7,52.2,4396.08,15,11491.5,3678.0,3.25,2790.6,334.8,14488.6,15
82,1,3,17,520.0,140.0,36.4,70,305.23,6,330,3255.0,69.4,2.84,5146.3,372.0,15748.8,14,8002.21,8058.0,5062.76,43710.0,3713.0,3.06,5131.4,279.0,11811.6,14,7976.88,32782.5,6796.0,3.72,4730.8,186.0,7874.4,14,7930.66,21855.0,6713.0,5.65,3878.4,93.0,3937.2,14,10927.5,6713.0,6.11,3485.8,239.5,12456.6,15
85,3,4,20,1840.0,420.0,220.8,120,263.61,5,1500,3629.0,137.4,3.45,6232.8,216.2,36571.75,14,9185.48,9208.0,9501.3,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14,9153.66,12065.0,3052.0,2.75,4602.1,299.4,43446.8,15,9114.22,47096.0,2918.0,2.29,5136.1,224.55,32585.1,15,35322.0,2264.0,2.47,4858.1,149.7,21723.4,15
83,4,3,13,550.0,140.0,77.0,140,439.9,7,1000,2700.0,103.0,2.65,4386.9,156.6,13188.23,15,8776.71,8799.0,13571.8,34474.5,3561.0,2.76,3819.0,104.4,8792.15,15,8699.73,22983.0,3157.0,3.05,3896.7,52.2,4396.08,15,8555.54,11491.5,3678.0,3.25,2790.6,334.8,14488.6,15,44835.0,2734.0,2.44,3157.3,251.1,10866.45,15
84,4,2,8,780.0,200.0,241.8,310,753.11,6,1400,2918.0,120.2,2.29,5136.1,224.55,32585.1,15,9063.61,9078.0,10304.2,35322.0,2264.0,2.47,4858.1,149.7,21723.4,15,9000.91,23548.0,2859.0,2.5,6622.6,74.85,10861.7,15,8920.04,11774.0,3152.0,3.15,3526.1,208.8,17584.3,15,45966.0,2700.0,2.65,4386.9,156.6,13188.23,15
80,4,1,3,1090.0,280.0,152.6,140,777.06,5,1500,4986.0,55.5,3.94,3663.5,179.63,9342.45,15,1755.0,8018.0,3538.71,31940.25,6788.0,5.41,3755.8,119.75,6228.3,15,1755.0,21293.5,5728.0,5.4,2931.4,59.88,3114.15,15,1755.0,10646.75,7196.0,5.97,2562.3,217.0,10445.6,15,41407.0,5275.0,4.3,2684.3,162.75,7834.2,15
80,1,2,14,330.0,90.0,23.1,70,414.8,9,320,7196.0,51.3,5.97,2562.3,217.0,10445.6,15,1755.0,8002.0,2978.26,41407.0,5275.0,4.3,2684.3,162.75,7834.2,15,1755.0,31055.25,4691.0,3.53,2103.5,108.5,5222.8,15,1755.0,20703.5,4072.0,3.39,2034.8,54.25,2611.4,15,10351.75,3670.0,3.25,1979.0,258.2,9452.7,15
85,2,4,12,810.0,210.0,194.4,240,532.48,6,900,3882.0,130.5,2.45,4586.1,108.1,18285.88,14,9153.66,9168.0,9576.9,12065.0,3052.0,2.75,4602.1,299.4,43446.8,15,9114.22,47096.0,2918.0,2.29,5136.1,224.55,32585.1,15,9063.61,35322.0,2264.0,2.47,4858.1,149.7,21723.4,15,23548.0,2859.0,2.5,6622.6,74.85,10861.7,15
86,4,1,18,1380.0,360.0,289.8,210,339.32,5,690,6370.0,190.3,5.33,12930.0,294.98,52083.6,11,9329.64,9396.0,9700.0,37179.0,5909.0,6.88,8146.1,196.65,34722.4,11,9297.06,24786.0,7045.0,4.72,8245.0,98.33,17361.2,11,9254.28,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14,48260.0,4079.0,3.44,8758.2,324.3,54857.63,14
77,4,4,5,2330.0,600.0,256.3,110,792.82,4,390,1580.0,40.3,1.15,1149.5,214.35,4866.83,15,1755.0,6714.0,1535.16,29299.5,2628.0,1.52,1284.5,142.9,3244.55,15,1755.0,19533.0,2374.0,0.92,1191.1,71.45,1622.28,15,1755.0,9766.5,2693.0,1.55,1529.0,175.7,3994.7,15,37933.0,2790.0,1.28,1083.9,131.78,2996.03,15
84,1,3,3,2120.0,470.0,572.4,270,650.57,6,2900,3152.0,106.0,3.15,3526.1,208.8,17584.3,15,8842.18,8864.0,12113.01,45966.0,2700.0,2.65,4386.9,156.6,13188.23,15,8776.71,34474.5,3561.0,2.76,3819.0,104.4,8792.15,15,8699.73,22983.0,3157.0,3.05,3896.7,52.2,4396.08,15,11491.5,3678.0,3.25,2790.6,334.8,14488.6,15
87,1,1,1,2500.0,640.0,1050.0,420,647.32,12,4800,6790.0,203.8,6.46,10855.3,393.3,69444.8,11,9248.4,9380.0,10082.0,49572.0,6370.0,5.33,12930.0,294.98,52083.6,11,9329.64,37179.0,5909.0,6.88,8146.1,196.65,34722.4,11,9297.06,24786.0,7045.0,4.72,8245.0,98.33,17361.2,11,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14
83,2,1,3,3240.0,630.0,680.4,210,715.52,7,2300,3157.0,92.8,3.05,3896.7,52.2,4396.08,15,8555.54,8585.0,12063.5,11491.5,3678.0,3.25,2790.6,334.8,14488.6,15,8364.78,44835.0,2734.0,2.44,3157.3,251.1,10866.45,15,8343.6,33626.25,2247.0,2.04,4107.4,167.4,7244.3,15,22417.5,2217.0,1.81,4521.3,83.7,3622.15,15
83,1,1,4,390.0,100.0,62.4,160,547.1,8,1000,3678.0,86.2,3.25,2790.6,334.8,14488.6,15,8364.78,8393.0,11379.37,44835.0,2734.0,2.44,3157.3,251.1,10866.45,15,8343.6,33626.25,2247.0,2.04,4107.4,167.4,7244.3,15,8271.46,22417.5,2217.0,1.81,4521.3,83.7,3622.15,15,11208.75,3255.0,2.84,5146.3,372.0,15748.8,14
79,4,2,14,730.0,190.0,65.7,90,542.77,6,490,5275.0,50.9,4.3,2684.3,162.75,7834.2,15,1755.0,8102.0,2850.2,31055.25,4691.0,3.53,2103.5,108.5,5222.8,15,1755.0,20703.5,4072.0,3.39,2034.8,54.25,2611.4,15,1755.0,10351.75,3670.0,3.25,1979.0,258.2,9452.7,15,40234.0,2964.0,2.67,1298.1,193.65,7089.53,15
84,2,4,2,730.0,190.0,226.3,310,893.95,6,1800,2859.0,111.4,2.5,6622.6,74.85,10861.7,15,8920.04,8938.0,12423.86,11774.0,3152.0,3.15,3526.1,208.8,17584.3,15,8842.18,45966.0,2700.0,2.65,4386.9,156.6,13188.23,15,8776.71,34474.5,3561.0,2.76,3819.0,104.4,8792.15,15,22983.0,3157.0,3.05,3896.7,52.2,4396.08,15
85,3,4,18,1700.0,290.0,323.0,190,417.38,9,820,3629.0,137.4,3.45,6232.8,216.2,36571.75,14,9185.48,9208.0,9501.3,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14,9153.66,12065.0,3052.0,2.75,4602.1,299.4,43446.8,15,9114.22,47096.0,2918.0,2.29,5136.1,224.55,32585.1,15,35322.0,2264.0,2.47,4858.1,149.7,21723.4,15
82,2,2,5,2010.0,520.0,381.9,190,814.35,4,1200,2217.0,72.9,1.81,4521.3,83.7,3622.15,15,8148.33,8186.0,6703.06,11208.75,3255.0,2.84,5146.3,372.0,15748.8,14,8002.21,43710.0,3713.0,3.06,5131.4,279.0,11811.6,14,7976.88,32782.5,6796.0,3.72,4730.8,186.0,7874.4,14,21855.0,6713.0,5.65,3878.4,93.0,3937.2,14
79,1,3,3,1820.0,400.0,200.2,110,753.66,6,920,3670.0,46.3,3.25,1979.0,258.2,9452.7,15,1755.0,8420.0,2206.19,40234.0,2964.0,2.67,1298.1,193.65,7089.53,15,1755.0,30175.5,3213.0,2.48,1563.4,129.1,4726.35,15,1755.0,20117.0,2272.0,1.72,1179.5,64.55,2363.18,15,10058.5,1627.0,1.74,1217.5,285.8,6489.1,15
87,1,4,18,1120.0,250.0,246.4,220,339.07,7,1200,6790.0,203.8,6.46,10855.3,393.3,69444.8,11,9248.4,9380.0,10082.0,49572.0,6370.0,5.33,12930.0,294.98,52083.6,11,9329.64,37179.0,5909.0,6.88,8146.1,196.65,34722.4,11,9297.06,24786.0,7045.0,4.72,8245.0,98.33,17361.2,11,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14
81,3,1,17,2170.0,480.0,195.3,90,439.07,6,340,6796.0,62.6,3.72,4730.8,186.0,7874.4,14,7930.66,8004.0,4756.68,21855.0,6713.0,5.65,3878.4,93.0,3937.2,14,7924.48,10927.5,6713.0,6.11,3485.8,239.5,12456.6,15,1755.0,42587.0,4986.0,3.94,3663.5,179.63,9342.45,15,31940.25,6788.0,5.41,3755.8,119.75,6228.3,15
86,4,2,1,1590.0,350.0,667.8,420,678.64,6,4900,6370.0,190.3,5.33,12930.0,294.98,52083.6,11,9329.64,9396.0,9700.0,37179.0,5909.0,6.88,8146.1,196.65,34722.4,11,9297.06,24786.0,7045.0,4.72,8245.0,98.33,17361.2,11,9254.28,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14,48260.0,4079.0,3.44,8758.2,324.3,54857.63,14
79,3,1,4,2300.0,510.0,207.0,90,536.26,6,580,4691.0,49.1,3.53,2103.5,108.5,5222.8,15,1755.0,8231.0,2556.96,20703.5,4072.0,3.39,2034.8,54.25,2611.4,15,1755.0,10351.75,3670.0,3.25,1979.0,258.2,9452.7,15,1755.0,40234.0,2964.0,2.67,1298.1,193.65,7089.53,15,30175.5,3213.0,2.48,1563.4,129.1,4726.35,15
87,1,3,18,1540.0,340.0,338.8,220,339.07,6,660,6790.0,203.8,6.46,10855.3,393.3,69444.8,11,9248.4,9380.0,10082.0,49572.0,6370.0,5.33,12930.0,294.98,52083.6,11,9329.64,37179.0,5909.0,6.88,8146.1,196.65,34722.4,11,9297.06,24786.0,7045.0,4.72,8245.0,98.33,17361.2,11,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14
80,3,1,9,970.0,250.0,97.0,100,583.97,6,360,6788.0,54.2,5.41,3755.8,119.75,6228.3,15,1755.0,8001.0,3347.72,21293.5,5728.0,5.4,2931.4,59.88,3114.15,15,1755.0,10646.75,7196.0,5.97,2562.3,217.0,10445.6,15,1755.0,41407.0,5275.0,4.3,2684.3,162.75,7834.2,15,31055.25,4691.0,3.53,2103.5,108.5,5222.8,15
80,2,1,20,900.0,250.0,45.0,50,278.32,7,350,5728.0,52.4,5.4,2931.4,59.88,3114.15,15,1755.0,8013.0,3387.72,10646.75,7196.0,5.97,2562.3,217.0,10445.6,15,1755.0,41407.0,5275.0,4.3,2684.3,162.75,7834.2,15,1755.0,31055.25,4691.0,3.53,2103.5,108.5,5222.8,15,20703.5,4072.0,3.39,2034.8,54.25,2611.4,15
86,3,3,7,360.0,100.0,86.4,240,409.25,8,1600,5909.0,177.6,6.88,8146.1,196.65,34722.4,11,9297.06,9347.0,10149.0,24786.0,7045.0,4.72,8245.0,98.33,17361.2,11,9254.28,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14,9231.76,48260.0,4079.0,3.44,8758.2,324.3,54857.63,14,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14
78,1,1,20,810.0,250.0,32.4,40,275.94,4,390,1627.0,41.0,1.74,1217.5,285.8,6489.1,15,1755.0,7773.0,1537.96,39066.0,1580.0,1.15,1149.5,214.35,4866.83,15,1755.0,29299.5,2628.0,1.52,1284.5,142.9,3244.55,15,1755.0,19533.0,2374.0,0.92,1191.1,71.45,1622.28,15,9766.5,2693.0,1.55,1529.0,175.7,3994.7,15
85,4,2,17,1410.0,310.0,239.7,170,338.79,6,960,4079.0,143.4,3.44,8758.2,324.3,54857.63,14,9216.19,9244.0,10078.4,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14,9185.48,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14,9153.66,12065.0,3052.0,2.75,4602.1,299.4,43446.8,15,47096.0,2918.0,2.29,5136.1,224.55,32585.1,15
86,1,4,3,5110.0,980.0,1430.8,280,505.51,7,2800,5606.0,149.1,4.09,6622.5,432.4,73143.5,14,9231.76,9286.0,9821.0,48260.0,4079.0,3.44,8758.2,324.3,54857.63,14,9216.19,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14,9185.48,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14,12065.0,3052.0,2.75,4602.1,299.4,43446.8,15
76,2,3,3,1380.0,360.0,110.4,80,735.87,5,630,3840.0,33.4,2.32,2211.5,43.93,998.68,15,1755.0,4758.0,1859.5,9483.25,3321.0,2.69,1430.8,147.9,2882.8,15,1755.0,36818.0,2898.0,2.68,1571.1,110.93,2162.1,15,1755.0,27613.5,3302.0,3.56,1668.9,73.95,1441.4,15,18409.0,2507.0,3.31,1163.3,36.98,720.7,15
82,2,3,10,950.0,250.0,114.0,120,514.33,5,500,2217.0,72.9,1.81,4521.3,83.7,3622.15,15,8148.33,8186.0,6703.06,11208.75,3255.0,2.84,5146.3,372.0,15748.8,14,8002.21,43710.0,3713.0,3.06,5131.4,279.0,11811.6,14,7976.88,32782.5,6796.0,3.72,4730.8,186.0,7874.4,14,21855.0,6713.0,5.65,3878.4,93.0,3937.2,14
81,2,4,12,2390.0,530.0,239.0,100,499.25,6,400,6713.0,59.1,5.65,3878.4,93.0,3937.2,14,7924.48,7994.0,4294.06,10927.5,6713.0,6.11,3485.8,239.5,12456.6,15,1755.0,42587.0,4986.0,3.94,3663.5,179.63,9342.45,15,1755.0,31940.25,6788.0,5.41,3755.8,119.75,6228.3,15,21293.5,5728.0,5.4,2931.4,59.88,3114.15,15
82,3,4,20,510.0,160.0,30.6,60,245.28,9,790,2247.0,76.9,2.04,4107.4,167.4,7244.3,15,8271.46,8325.0,8993.0,22417.5,2217.0,1.81,4521.3,83.7,3622.15,15,8148.33,11208.75,3255.0,2.84,5146.3,372.0,15748.8,14,8002.21,43710.0,3713.0,3.06,5131.4,279.0,11811.6,14,32782.5,6796.0,3.72,4730.8,186.0,7874.4,14
83,1,3,12,540.0,140.0,75.6,140,478.71,6,900,3678.0,86.2,3.25,2790.6,334.8,14488.6,15,8364.78,8393.0,11379.37,44835.0,2734.0,2.44,3157.3,251.1,10866.45,15,8343.6,33626.25,2247.0,2.04,4107.4,167.4,7244.3,15,8271.46,22417.5,2217.0,1.81,4521.3,83.7,3622.15,15,11208.75,3255.0,2.84,5146.3,372.0,15748.8,14
80,2,3,9,520.0,120.0,62.4,120,667.98,9,360,5728.0,52.4,5.4,2931.4,59.88,3114.15,15,1755.0,8013.0,3387.72,10646.75,7196.0,5.97,2562.3,217.0,10445.6,15,1755.0,41407.0,5275.0,4.3,2684.3,162.75,7834.2,15,1755.0,31055.25,4691.0,3.53,2103.5,108.5,5222.8,15,20703.5,4072.0,3.39,2034.8,54.25,2611.4,15
84,4,1,3,4090.0,900.0,1104.3,270,655.93,5,2200,2918.0,120.2,2.29,5136.1,224.55,32585.1,15,9063.61,9078.0,10304.2,35322.0,2264.0,2.47,4858.1,149.7,21723.4,15,9000.91,23548.0,2859.0,2.5,6622.6,74.85,10861.7,15,8920.04,11774.0,3152.0,3.15,3526.1,208.8,17584.3,15,45966.0,2700.0,2.65,4386.9,156.6,13188.23,15
76,4,1,3,4000.0,880.0,400.0,100,750.7,5,540,2790.0,35.7,1.28,1083.9,131.78,2996.03,15,1755.0,4718.0,1625.98,28449.75,4638.0,2.28,1861.2,87.85,1997.35,15,1755.0,18966.5,3840.0,2.32,2211.5,43.93,998.68,15,1755.0,9483.25,3321.0,2.69,1430.8,147.9,2882.8,15,36818.0,2898.0,2.68,1571.1,110.93,2162.1,15
76,1,4,16,450.0,120.0,4.5,10,193.08,7,180,3321.0,31.4,2.69,1430.8,147.9,2882.8,15,1755.0,4695.0,1936.75,36818.0,2898.0,2.68,1571.1,110.93,2162.1,15,1755.0,27613.5,3302.0,3.56,1668.9,73.95,1441.4,15,1755.0,18409.0,2507.0,3.31,1163.3,36.98,720.7,15,9204.5,2309.0,3.51,867.4,134.3,1872.6,15
83,3,1,17,1510.0,330.0,166.1,110,341.82,6,640,3561.0,98.2,2.76,3819.0,104.4,8792.15,15,8699.73,8735.0,13596.37,22983.0,3157.0,3.05,3896.7,52.2,4396.08,15,8555.54,11491.5,3678.0,3.25,2790.6,334.8,14488.6,15,8364.78,44835.0,2734.0,2.44,3157.3,251.1,10866.45,15,33626.25,2247.0,2.04,4107.4,167.4,7244.3,15
86,2,4,2,900.0,300.0,351.0,390,755.51,6,2600,7045.0,160.0,4.72,8245.0,98.33,17361.2,11,9254.28,9306.0,9291.0,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14,9231.76,48260.0,4079.0,3.44,8758.2,324.3,54857.63,14,9216.19,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14
85,1,3,8,670.0,180.0,154.1,230,577.03,6,1700,3052.0,124.4,2.75,4602.1,299.4,43446.8,15,9114.22,9131.0,9459.4,47096.0,2918.0,2.29,5136.1,224.55,32585.1,15,9063.61,35322.0,2264.0,2.47,4858.1,149.7,21723.4,15,9000.91,23548.0,2859.0,2.5,6622.6,74.85,10861.7,15,11774.0,3152.0,3.15,3526.1,208.8,17584.3,15
86,2,3,18,1980.0,510.0,336.6,170,329.32,5,790,7045.0,160.0,4.72,8245.0,98.33,17361.2,11,9254.28,9306.0,9291.0,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14,9231.76,48260.0,4079.0,3.44,8758.2,324.3,54857.63,14,9216.19,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14
79,2,4,12,230.0,60.0,18.4,80,460.02,10,350,4072.0,47.8,3.39,2034.8,54.25,2611.4,15,1755.0,8418.0,2424.37,10351.75,3670.0,3.25,1979.0,258.2,9452.7,15,1755.0,40234.0,2964.0,2.67,1298.1,193.65,7089.53,15,1755.0,30175.5,3213.0,2.48,1563.4,129.1,4726.35,15,20117.0,2272.0,1.72,1179.5,64.55,2363.18,15
87,1,3,19,2690.0,590.0,591.8,220,339.07,6,1000,6790.0,203.8,6.46,10855.3,393.3,69444.8,11,9248.4,9380.0,10082.0,49572.0,6370.0,5.33,12930.0,294.98,52083.6,11,9329.64,37179.0,5909.0,6.88,8146.1,196.65,34722.4,11,9297.06,24786.0,7045.0,4.72,8245.0,98.33,17361.2,11,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14
84,4,2,17,630.0,160.0,107.1,170,412.99,6,810,2918.0,120.2,2.29,5136.1,224.55,32585.1,15,9063.61,9078.0,10304.2,35322.0,2264.0,2.47,4858.1,149.7,21723.4,15,9000.91,23548.0,2859.0,2.5,6622.6,74.85,10861.7,15,8920.04,11774.0,3152.0,3.15,3526.1,208.8,17584.3,15,45966.0,2700.0,2.65,4386.9,156.6,13188.23,15
77,1,4,8,270.0,90.0,24.3,90,693.15,7,480,2693.0,36.2,1.55,1529.0,175.7,3994.7,15,1755.0,4930.0,1653.06,37933.0,2790.0,1.28,1083.9,131.78,2996.03,15,1755.0,28449.75,4638.0,2.28,1861.2,87.85,1997.35,15,1755.0,18966.5,3840.0,2.32,2211.5,43.93,998.68,15,9483.25,3321.0,2.69,1430.8,147.9,2882.8,15
84,4,3,7,770.0,170.0,231.0,300,728.81,7,1400,2918.0,120.2,2.29,5136.1,224.55,32585.1,15,9063.61,9078.0,10304.2,35322.0,2264.0,2.47,4858.1,149.7,21723.4,15,9000.91,23548.0,2859.0,2.5,6622.6,74.85,10861.7,15,8920.04,11774.0,3152.0,3.15,3526.1,208.8,17584.3,15,45966.0,2700.0,2.65,4386.9,156.6,13188.23,15
82,3,4,8,1510.0,390.0,241.6,160,654.09,5,1100,2247.0,76.9,2.04,4107.4,167.4,7244.3,15,8271.46,8325.0,8993.0,22417.5,2217.0,1.81,4521.3,83.7,3622.15,15,8148.33,11208.75,3255.0,2.84,5146.3,372.0,15748.8,14,8002.21,43710.0,3713.0,3.06,5131.4,279.0,11811.6,14,32782.5,6796.0,3.72,4730.8,186.0,7874.4,14
76,3,1,5,870.0,230.0,69.6,80,650.79,6,320,4638.0,34.6,2.28,1861.2,87.85,1997.35,15,1755.0,4730.0,1645.98,18966.5,3840.0,2.32,2211.5,43.93,998.68,15,1755.0,9483.25,3321.0,2.69,1430.8,147.9,2882.8,15,1755.0,36818.0,2898.0,2.68,1571.1,110.93,2162.1,15,27613.5,3302.0,3.56,1668.9,73.95,1441.4,15
84,1,4,4,1500.0,330.0,540.0,360,867.43,7,1300,3152.0,106.0,3.15,3526.1,208.8,17584.3,15,8842.18,8864.0,12113.01,45966.0,2700.0,2.65,4386.9,156.6,13188.23,15,8776.71,34474.5,3561.0,2.76,3819.0,104.4,8792.15,15,8699.73,22983.0,3157.0,3.05,3896.7,52.2,4396.08,15,11491.5,3678.0,3.25,2790.6,334.8,14488.6,15
80,3,1,14,2490.0,550.0,199.2,80,467.18,6,700,6788.0,54.2,5.41,3755.8,119.75,6228.3,15,1755.0,8001.0,3347.72,21293.5,5728.0,5.4,2931.4,59.88,3114.15,15,1755.0,10646.75,7196.0,5.97,2562.3,217.0,10445.6,15,1755.0,41407.0,5275.0,4.3,2684.3,162.75,7834.2,15,31055.25,4691.0,3.53,2103.5,108.5,5222.8,15
83,4,2,6,1800.0,400.0,378.0,210,659.84,6,2000,2700.0,103.0,2.65,4386.9,156.6,13188.23,15,8776.71,8799.0,13571.8,34474.5,3561.0,2.76,3819.0,104.4,8792.15,15,8699.73,22983.0,3157.0,3.05,3896.7,52.2,4396.08,15,8555.54,11491.5,3678.0,3.25,2790.6,334.8,14488.6,15,44835.0,2734.0,2.44,3157.3,251.1,10866.45,15
80,1,3,20,890.0,230.0,35.6,40,237.03,6,350,7196.0,51.3,5.97,2562.3,217.0,10445.6,15,1755.0,8002.0,2978.26,41407.0,5275.0,4.3,2684.3,162.75,7834.2,15,1755.0,31055.25,4691.0,3.53,2103.5,108.5,5222.8,15,1755.0,20703.5,4072.0,3.39,2034.8,54.25,2611.4,15,10351.75,3670.0,3.25,1979.0,258.2,9452.7,15
86,1,3,2,2600.0,560.0,598.0,230,415.24,10,2100,5606.0,149.1,4.09,6622.5,432.4,73143.5,14,9231.76,9286.0,9821.0,48260.0,4079.0,3.44,8758.2,324.3,54857.63,14,9216.19,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14,9185.48,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14,12065.0,3052.0,2.75,4602.1,299.4,43446.8,15
80,4,1,12,280.0,80.0,22.4,80,444.03,9,650,4986.0,55.5,3.94,3663.5,179.63,9342.45,15,1755.0,8018.0,3538.71,31940.25,6788.0,5.41,3755.8,119.75,6228.3,15,1755.0,21293.5,5728.0,5.4,2931.4,59.88,3114.15,15,1755.0,10646.75,7196.0,5.97,2562.3,217.0,10445.6,15,41407.0,5275.0,4.3,2684.3,162.75,7834.2,15
86,1,4,4,1200.0,1100.0,300.0,250,451.35,7,980,5606.0,149.1,4.09,6622.5,432.4,73143.5,14,9231.76,9286.0,9821.0,48260.0,4079.0,3.44,8758.2,324.3,54857.63,14,9216.19,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14,9185.48,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14,12065.0,3052.0,2.75,4602.1,299.4,43446.8,15
78,4,1,5,1190.0,310.0,107.1,90,632.29,5,500,2964.0,45.6,2.67,1298.1,193.65,7089.53,15,1755.0,8690.0,1976.26,30175.5,3213.0,2.48,1563.4,129.1,4726.35,15,1755.0,20117.0,2272.0,1.72,1179.5,64.55,2363.18,15,1755.0,10058.5,1627.0,1.74,1217.5,285.8,6489.1,15,39066.0,1580.0,1.15,1149.5,214.35,4866.83,15
85,4,3,18,1210.0,270.0,193.6,160,318.86,7,680,4079.0,143.4,3.44,8758.2,324.3,54857.63,14,9216.19,9244.0,10078.4,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14,9185.48,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14,9153.66,12065.0,3052.0,2.75,4602.1,299.4,43446.8,15,47096.0,2918.0,2.29,5136.1,224.55,32585.1,15
81,2,2,5,2500.0,640.0,300.0,120,599.1,4,810,6713.0,59.1,5.65,3878.4,93.0,3937.2,14,7924.48,7994.0,4294.06,10927.5,6713.0,6.11,3485.8,239.5,12456.6,15,1755.0,42587.0,4986.0,3.94,3663.5,179.63,9342.45,15,1755.0,31940.25,6788.0,5.41,3755.8,119.75,6228.3,15,21293.5,5728.0,5.4,2931.4,59.88,3114.15,15
